forward_time,graph_id,hungarian time,model_kind,seed,split,total time
0.00387399999453919,26,0.0009174160004477017,mlp,0,baseline_seen,0.004791415994986892
0.003807458000665065,26,0.0007598329975735396,mlp,1,baseline_seen,0.0045672909982386045
0.0036669999972218648,26,0.0011358330011717044,mlp,2,baseline_seen,0.004802832998393569
0.009276291995774955,26,0.0010607919975882396,mlp,3,baseline_seen,0.010337083993363194
0.004014375001133885,26,0.0007750829972792417,mlp,4,baseline_seen,0.004789457998413127
0.004296125000109896,26,0.002320542000234127,mlp,5,baseline_seen,0.006616667000344023
0.003965916002925951,26,0.0007171250035753474,mlp,6,baseline_seen,0.004683041006501298
0.0038524590054294094,26,0.000814915998489596,mlp,7,baseline_seen,0.004667375003919005
0.004477958005736582,26,0.0009016670010169037,mlp,8,baseline_seen,0.005379625006753486
0.004083583000465296,26,0.0007720419962424785,mlp,9,baseline_seen,0.004855624996707775
0.00376745800167555,27,0.001011500004096888,mlp,0,baseline_seen,0.004778958005772438
0.004662750005081762,27,0.0008319170010508969,mlp,1,baseline_seen,0.005494667006132659
0.003967917000409216,27,0.0007858340031816624,mlp,2,baseline_seen,0.004753751003590878
0.0038349590031430125,27,0.0007485410023946315,mlp,3,baseline_seen,0.004583500005537644
0.004564625000057276,27,0.0010757500058389269,mlp,4,baseline_seen,0.005640375005896203
0.003969584002334159,27,0.0007544580003013834,mlp,5,baseline_seen,0.004724042002635542
0.003782250001677312,27,0.0007528330024797469,mlp,6,baseline_seen,0.004535083004157059
0.0038856250030221418,27,0.0009585829975549132,mlp,7,baseline_seen,0.004844208000577055
0.0037030410021543503,27,0.0007505419998778962,mlp,8,baseline_seen,0.0044535830020322464
0.0037515829972107895,27,0.0007899999982328154,mlp,9,baseline_seen,0.004541582995443605
0.0037574579982901923,28,0.0010170000023208559,mlp,0,baseline_seen,0.004774458000611048
0.003859582997392863,28,0.0007646249941899441,mlp,1,baseline_seen,0.004624207991582807
0.003708124997501727,28,0.0008083329958026297,mlp,2,baseline_seen,0.004516457993304357
0.0037487090012291446,28,0.0007926659964141436,mlp,3,baseline_seen,0.004541374997643288
0.004249792000337038,28,0.0008075830046436749,mlp,4,baseline_seen,0.005057375004980713
0.003880625001329463,28,0.0007779579973430373,mlp,5,baseline_seen,0.0046585829986725
0.003878832998452708,28,0.0007817910009180196,mlp,6,baseline_seen,0.004660623999370728
0.004279667002265342,28,0.0009825000015553087,mlp,7,baseline_seen,0.00526216700382065
0.00421233299857704,28,0.0008393339958274737,mlp,8,baseline_seen,0.005051666994404513
0.0041525000051478855,28,0.0009018749988172203,mlp,9,baseline_seen,0.005054375003965106
0.004332124997745268,29,0.0009656249967520125,mlp,0,baseline_seen,0.005297749994497281
0.004045458998007234,29,0.0008504580036969855,mlp,1,baseline_seen,0.00489591700170422
0.004250834004778881,29,0.0008326250026584603,mlp,2,baseline_seen,0.005083459007437341
0.004127583000808954,29,0.0009916659982991405,mlp,3,baseline_seen,0.005119248999108095
0.004008957999758422,29,0.0008526660021743737,mlp,4,baseline_seen,0.004861624001932796
0.0039378330038744025,29,0.0008191670058295131,mlp,5,baseline_seen,0.0047570000097039156
0.004405833002238069,29,0.0010466660023666918,mlp,6,baseline_seen,0.0054524990046047606
0.004066667002916802,29,0.0070536669954890385,mlp,7,baseline_seen,0.01112033399840584
0.017448416001570877,29,0.003893249995599035,mlp,8,baseline_seen,0.021341665997169912
0.030973334003647324,29,0.009554707998177037,mlp,9,baseline_seen,0.04052804200182436
0.024478791005094536,30,0.020775334000063594,mlp,0,baseline_seen,0.04525412500515813
0.004952082999807317,30,0.001011166998068802,mlp,1,baseline_seen,0.005963249997876119
0.005626375001156703,30,0.0008855410051182844,mlp,2,baseline_seen,0.006511916006274987
0.004775082998094149,30,0.002316917001735419,mlp,3,baseline_seen,0.007091999999829568
0.004336042002250906,30,0.0008774169982643798,mlp,4,baseline_seen,0.005213459000515286
0.003978458997153211,30,0.0008252920015365817,mlp,5,baseline_seen,0.004803750998689793
0.003979458000685554,30,0.0021317919963621534,mlp,6,baseline_seen,0.0061112499970477074
0.013099708005029242,30,0.0015957919968059286,mlp,7,baseline_seen,0.014695500001835171
0.005024041005526669,30,0.0012061249944963492,mlp,8,baseline_seen,0.006230166000023019
