alignment_improvement,alignment_p_value,frobenius,graph_id,hub_overlap,hub_overlap_null_mean,hub_overlap_p_value,l1,model,random_l1_mean
-0.008520141267009913,0.8711288711288712,2.3840646743774414,58,0.0,0.1114,1.0,0.021518314257264137,mlp,0.021336524058133365
-0.004768512638069139,0.7432567432567433,2.3895740509033203,59,0.0,0.11370000000000002,1.0,0.021417781710624695,mlp,0.02131613544933498
-0.018527965444112393,0.991008991008991,2.4038541316986084,60,0.1,0.1126,0.7092907092907093,0.02169075421988964,mlp,0.0212961793448776
-0.012775587826018692,0.955044955044955,2.3912153244018555,61,0.1,0.1139,0.7312687312687313,0.021563569083809853,mlp,0.021291556928306817
-0.0030428602827751563,0.6683316683316683,2.378927707672119,62,0.0,0.11080000000000001,1.0,0.021450506523251534,mlp,0.02138543363660574
-0.00956058414733353,0.9120879120879121,2.385690450668335,63,0.1,0.10679999999999999,0.6883116883116883,0.021389909088611603,mlp,0.021187345687299967
-0.008982685669275282,0.8851148851148851,2.390780448913574,64,0.1,0.10970000000000002,0.7042957042957043,0.021310649812221527,mlp,0.021120927162468432
-0.010457107342728826,0.9180819180819181,2.3824572563171387,65,0.1,0.1065,0.7202797202797203,0.02160136215388775,mlp,0.021377812078222633
-0.006145215286720242,0.8081918081918081,2.387657403945923,66,0.1,0.11020000000000002,0.7132867132867133,0.021459735929965973,mlp,0.02132866668142378
-0.017650093875535917,0.996003996003996,2.4035627841949463,67,0.0,0.11230000000000001,1.0,0.0216707531362772,mlp,0.021294896218925715
-0.0061735762873638585,0.8101898101898102,2.385455369949341,68,0.2,0.1095,0.31368631368631367,0.021427109837532043,mlp,0.02129563958197832
-0.006962260731448472,0.8381618381618382,2.3853681087493896,69,0.0,0.11500000000000002,1.0,0.021237624809145927,mlp,0.02109078526310623
